代码,名称,现价,涨跌幅,涨跌,涨速,换手,量比,振幅,成交额,流通股,流通市值,市盈率,概念
001229,魅视科技,35.45,4.85,1.64,0.0,17.31,1.01,7.6,1.52亿,0.25亿,8.86亿,45.79,"新股与次新股,安防,智慧政务,在线教育,核准制次新股,人工智能,智能交通,芯片概念,智慧城市,智能电网,数字经济"
001230,劲旅环境,25.94,0.58,0.15,0.0,1.24,0.66,1.12,0.09亿,0.28亿,7.22亿,26.26,"新股与次新股,专精特新,核准制次新股,人工智能,污水处理,新能源汽车"
001231,农心科技,22.41,0.76,0.17,0.05,1.96,0.79,1.71,0.11亿,0.25亿,5.60亿,28.13,"新股与次新股,核准制次新股"
001234,泰慕士,23.3,-0.77,-0.18,0.04,2.77,0.87,1.15,0.19亿,0.29亿,6.77亿,25.96,"长三角一体化,人民币贬值受益,三胎概念"
001236,弘业期货,15.83,1.8,0.28,0.06,15.85,1.47,5.4,2.55亿,1.01亿,15.95亿,1288.42,"国企改革,新股与次新股,期货概念,核准制次新股,深股通,创投"
001238,浙江正特,25.3,0.44,0.11,0.16,2.54,0.76,1.35,0.18亿,0.28亿,6.96亿,38.53,"露营经济,新股与次新股,共同富裕示范区,长三角一体化,核准制次新股,宠物经济,人民币贬值受益,跨境电商"
001255,博菲电气,40.44,1.07,0.43,0.03,8.45,0.64,3.55,0.68亿,0.20亿,8.09亿,43.4,"新股与次新股,专精特新,共同富裕示范区,长三角一体化,核准制次新股,风电,核电,新能源汽车"
001256,炜冈科技,19.77,1.02,0.2,0.0,3.14,0.74,1.84,0.22亿,0.36亿,7.05亿,33.21,"新股与次新股,专精特新,共同富裕示范区,长三角一体化,核准制次新股"
001258,立新能源,10.22,0.59,0.06,0.0,1.21,0.6,0.89,0.29亿,2.33亿,23.85亿,38.02,"国企改革,新股与次新股,绿色电力,储能,核准制次新股,深股通,光伏概念,充电桩,风电,新疆振兴"
001259,利仁科技,29.66,0.71,0.21,0.0,3.64,0.86,1.9,0.20亿,0.18亿,5.48亿,39.72,"新股与次新股,核准制次新股,新零售,家用电器,电子商务"
001260,坤泰股份,23.83,1.02,0.24,-0.17,12.15,0.69,3.05,0.83亿,0.29亿,6.85亿,44.33,"比亚迪概念,新股与次新股,核准制次新股"
001266,宏英智能,28.64,1.56,0.44,0.04,2.87,0.78,2.31,0.24亿,0.30亿,8.47亿,44.12,"智能制造,专精特新,人工智能,国产软件,无人驾驶,物联网,新能源汽车"
001267,汇绿生态,7.01,4.01,0.27,0.14,2.7,1.39,4.45,0.68亿,3.62亿,25.36亿,123.00,"土壤修复,硅能源,新型城镇化,深股通,光伏概念"
001268,联合精密,24.93,-0.4,-0.1,0.08,5.4,0.57,2.24,0.36亿,0.27亿,6.73亿,32.09,"新股与次新股,核准制次新股"
001269,欧晶科技,124.3,-3.06,-3.92,0.0,13.42,1.19,4.19,5.75亿,0.34亿,42.70亿,71.66,"硅能源,新股与次新股,年报预增,核准制次新股,深股通,光伏概念"
001270,铖昌科技,115.14,-1.29,-1.51,-0.04,6.5,0.84,2.31,2.11亿,0.28亿,32.19亿,96.98,"新股与次新股,专精特新,共同富裕示范区,军民融合,第三代半导体,核准制次新股,深股通,集成电路概念,芯片概念,融资融券,5G,卫星导航,军工"
001278,一彬科技,25.82,-3.87,-1.04,-0.12,32.54,1.17,4.21,2.62亿,0.31亿,7.99亿,28.42,"比亚迪概念,新股与次新股,核准制次新股,新能源汽车"
001283,豪鹏科技,56.17,3.04,1.66,0.02,5.12,1.48,5.08,0.58亿,0.20亿,11.23亿,28.90,"固态电池,新股与次新股,储能,消费电子概念,核准制次新股,动力电池回收,人民币贬值受益,粤港澳大湾区,锂电池"
001286,陕西能源,--,--,--,--,--,--,--,--,--,--,--,首发新股
001287,中电港,--,--,--,--,--,--,--,--,--,--,--,首发新股
001288,运机集团,15.59,0.84,0.13,-0.06,0.8,0.41,1.23,0.07亿,0.56亿,8.67亿,28.89,"中俄贸易概念,一带一路"
001289,龙源电力,17.43,-0.46,-0.08,-0.06,1.64,0.57,1.31,0.38亿,1.33亿,23.24亿,28.58,"国企改革,央企国企改革,生物质能发电,绿色电力,抽水蓄能,碳中和,碳交易,同花顺漂亮100,深股通,一带一路,光伏概念,融资融券,风电,新疆振兴"
001296,长江材料,19.59,0.31,0.06,0.05,1.56,0.49,0.67,0.12亿,0.38亿,7.44亿,33.40,"3D打印,页岩气"
001298,好上好,39.75,-2.12,-0.86,0.08,7.97,0.49,2.68,0.76亿,0.24亿,9.54亿,25.13,"新股与次新股,消费电子概念,核准制次新股,人民币贬值受益,小米概念,芯片概念,物联网"
001299,美能能源,16.78,1.15,0.19,0.0,2.92,0.69,3.25,0.23亿,0.47亿,7.87亿,38.44,"新股与次新股,天然气,核准制次新股"
001300,三柏硕,14.44,0.77,0.11,0.07,1.66,0.78,0.7,0.15亿,0.61亿,8.80亿,27.80,"新股与次新股,核准制次新股,人民币贬值受益,体育产业,跨境电商,足球概念,电子商务"
001301,尚太科技,69.05,4.05,2.69,-0.01,8.94,1.87,7.97,4.02亿,0.65亿,44.84亿,12.86,"新股与次新股,年报预增,核准制次新股,石墨电极,宁德时代概念,深股通,锂电池,京津冀一体化"
001308,康冠科技,37.89,-1.35,-0.52,0.0,8.03,0.76,3.15,1.67亿,0.55亿,20.91亿,13.08,"智能制造,年报预增,专精特新,消费电子概念,在线教育,OLED,MiniLED,人民币贬值受益,人工智能,深股通,一带一路,小米概念,智能医疗"
001309,德明利,81.49,1.76,1.41,0.23,46.48,1.99,10.81,7.71亿,0.20亿,16.30亿,83.75,"新股与次新股,专精特新,中芯国际概念,人民币贬值受益,人工智能,集成电路概念,粤港澳大湾区,无人驾驶,芯片概念"
001311,多利科技,94.47,-2.1,-2.03,0.01,5.9,0.5,5.17,1.99亿,0.35亿,33.38亿,29.98,"一体化压铸,新股与次新股,特斯拉,核准制次新股,新能源汽车"
001313,粤海饲料,9.55,1.92,0.18,0.0,1.37,2.12,3.2,0.28亿,2.18亿,20.80亿,113.13,"预制菜,深股通,粤港澳大湾区,乡村振兴"
001314,亿道信息,44.28,-1.56,-0.7,0.02,7.96,0.67,2.4,1.24亿,0.35亿,15.55亿,27.28,"新股与次新股,专精特新,消费电子概念,工业4.0,核准制次新股,边缘计算,人民币贬值受益,智能音箱,人工智能,虚拟现实"
001316,润贝航科,36.37,0.89,0.32,0.06,1.59,0.5,1.22,0.12亿,0.20亿,7.27亿,36.36,"新股与次新股,核准制次新股,大飞机,消毒剂,航空发动机,通用航空"
001317,三羊马,40.5,0.85,0.34,0.0,4.33,0.64,1.77,0.52亿,0.30亿,12.00亿,124.88,"统一大市场,智能物流,一带一路,新疆振兴"
001318,阳光乳业,14.57,0.62,0.09,0.07,2.13,0.71,1.59,0.22亿,0.71亿,10.30亿,33.36,"新股与次新股,核准制次新股,冷链物流,乳业,三胎概念,电子商务"
001319,铭科精技,21.69,1.17,0.25,-0.05,2.43,0.76,2.29,0.19亿,0.35亿,7.67亿,36.95,"一体化压铸,比亚迪概念,中俄贸易概念,汽车热管理,新股与次新股,华为汽车,核准制次新股,一带一路,新能源汽车"
001322,箭牌家居,20.64,-5.37,-1.17,0.05,5.44,1.43,6.01,1.11亿,0.97亿,19.94亿,35.37,"抖音概念,新股与次新股,智能家居,网络直播,节能环保,核准制次新股,新零售,深股通,华为概念,电子商务"
001323,慕思股份,37.47,0.83,0.31,0.0,6.1,0.8,3.42,0.92亿,0.40亿,14.99亿,26.43,"新股与次新股,智能家居,核准制次新股,人工智能,深股通,华为概念,电子商务,物联网"
001328,登康口腔,--,--,--,--,--,--,--,--,--,--,--,首发新股
001330,博纳影业,10.58,5.91,0.59,0.1,11.43,2.6,6.31,3.29亿,2.75亿,29.08亿,128.0,"新股与次新股,核准制次新股,深股通,阿里巴巴概念,文化传媒,新疆振兴"
001331,胜通能源,29.49,1.45,0.42,0.0,2.47,0.8,1.79,0.22亿,0.30亿,8.85亿,17.7,"新股与次新股,天然气,核准制次新股"
001332,锡装股份,68.91,1.94,1.31,0.0,1.84,0.94,3.4,0.25亿,0.20亿,13.78亿,23.16,"新股与次新股,天然气,核准制次新股,深股通,光伏概念,光热发电,核电"
001333,光华股份,28.23,0.11,0.03,-0.04,3.37,1.04,1.14,0.30亿,0.32亿,9.03亿,25.36,"新股与次新股,共同富裕示范区,长三角一体化,核准制次新股"
001336,楚环科技,28.97,-0.28,-0.08,0.04,4.18,0.98,2.1,0.24亿,0.20亿,5.82亿,41.41,"新股与次新股,专精特新,共同富裕示范区,碳中和,节能环保,核准制次新股"
001337,四川黄金,26.4,-0.71,-0.19,-0.04,28.32,0.66,4.29,4.47亿,0.60亿,15.84亿,55.81,"国企改革,新股与次新股,核准制次新股,稀缺资源,黄金概念"
001338,永顺泰,17.83,-0.34,-0.06,-0.06,4.65,1.06,1.79,1.04亿,1.25亿,22.36亿,57.34,"国企改革,新股与次新股,核准制次新股,深股通,啤酒概念"
001339,智微智能,29.11,3.15,0.89,-0.03,13.03,0.53,5.74,2.31亿,0.62亿,17.98亿,54.62,"信创,东数西算（算力）,新股与次新股,数据安全,专精特新,安防,网络安全,消费电子概念,机器人概念,工业4.0,ETC,在线教育,云计算,核准制次新股,边缘计算,人工智能,智能交通,深股通,粤港澳大湾区,机器视觉,人脸识别,大数据,智能医疗,智慧城市"
001360,南矿集团,--,--,--,--,--,--,--,--,--,--,--,首发新股
001366,播恩集团,18.21,10.03,1.66,0.0,50.63,2.05,10.51,3.65亿,0.40亿,7.35亿,37.79,"新股与次新股,核准制次新股"
001367,海森药业,--,--,--,--,--,--,--,--,--,--,--,首发新股
001368,通达创智,27.57,2.11,0.57,0.0,16.86,1.14,3.74,1.30亿,0.28亿,7.72亿,23.46,"中俄贸易概念,新股与次新股,工业4.0,核准制次新股,体育产业,医疗器械概念,三胎概念"
001696,宗申动力,7.37,1.66,0.12,0.0,2.06,1.45,2.35,1.33亿,8.79亿,64.80亿,16.02,"北交所概念,专精特新,储能,农机,氢能源,机器人概念,两轮车,军民融合,标普道琼斯A股,人民币贬值受益,燃料电池,深股通,航空发动机,华为概念,融资融券,无人机,乡村振兴,通用航空,军工,新能源汽车"
001872,招商港口,17.19,-0.29,-0.05,-0.23,0.14,0.36,1.39,0.41亿,17.42亿,299.53亿,11.70,"国企改革,央企国企改革,标普道琼斯A股,深股通,粤港澳大湾区,一带一路,融资融券"
001896,豫能控股,4.65,-0.85,-0.04,-0.22,1.24,1.28,1.92,0.76亿,13.21亿,61.42亿,--,"国企改革,超超临界发电,绿色电力,抽水蓄能,储能,光伏建筑一体化,碳中和,氢能源,供应链金融,煤炭概念,深股通,华为概念,光伏概念,融资融券,充电桩,风电,创投"
001914,招商积余,15.28,0.86,0.13,-0.07,0.33,1.17,2.05,0.54亿,10.60亿,162.00亿,27.30,"国企改革,央企国企改革,物业管理,深股通,融资融券"
001965,招商公路,8.47,-0.35,-0.03,0.0,0.05,0.64,1.41,0.27亿,61.78亿,523.30亿,10.77,"国企改革,央企国企改革,标普道琼斯A股,深股通,光伏概念,参股券商"
001979,招商蛇口,13.62,0.59,0.08,0.07,0.48,1.03,3.54,5.10亿,77.38亿,1053.91亿,24.72,"证金持股,国企改革,央企国企改革,REITs概念,租售同权,免税店,标普道琼斯A股,MSCI概念,雄安新区,深股通,养老概念,粤港澳大湾区,融资融券"
002001,新和成,17.95,0.56,0.1,-0.06,0.3,0.93,1.51,1.63亿,30.55亿,548.29亿,15.23,"新冠治疗,新材料概念,同花顺漂亮100,标普道琼斯A股,MSCI概念,人民币贬值受益,青蒿素,深股通,融资融券"
002002,鸿达兴业,2.81,0.0,0.0,-0.36,1.1,0.45,1.07,0.96亿,30.95亿,86.97亿,22.91,"土壤修复,氢能源,消毒剂,标普道琼斯A股,燃料电池,深股通,PPP概念,口罩,融资融券,土地流转,小金属概念,稀土永磁"
002003,伟星股份,9.38,-0.21,-0.02,-0.11,0.49,0.53,1.17,0.40亿,8.66亿,81.22亿,19.9,"深股通,融资融券"
002004,华邦健康,5.62,3.5,0.19,0.0,1.74,2.82,4.05,1.83亿,18.80亿,105.64亿,11.64,"毛发医疗,新冠治疗,北交所概念,新材料概念,仿制药一致性评价,民营医院,健康中国,医美概念,标普道琼斯A股,分拆上市意愿,互联网医疗,深股通,细胞免疫治疗,融资融券,三胎概念,生物医药,参股新三板,氟化工概念,草甘膦"
002005,ST德豪,1.57,-0.63,-0.01,-0.63,0.56,0.72,3.17,0.15亿,17.52亿,27.51亿,--,"股权转让,MiniLED,ST板块,家用电器,电子商务,节能照明,横琴新区"
002006,精工科技,23.22,-0.17,-0.04,0.22,0.86,0.76,1.98,0.91亿,4.55亿,105.69亿,50.46,"年报预增,机器人概念,深股通,口罩,光伏概念,融资融券,碳纤维"
002007,华兰生物,21.83,3.36,0.71,0.23,1.0,1.41,4.36,3.41亿,15.74亿,343.51亿,37.0,"证金持股,肝炎概念,禽流感,标普道琼斯A股,分拆上市意愿,超级真菌,MSCI概念,深股通,融资融券,生物医药,流感,生物疫苗"
002008,大族激光,30.35,0.13,0.04,0.13,1.53,0.66,1.65,4.51亿,9.79亿,297.19亿,23.63,"证金持股,减速器,TOPCON电池,钙钛矿电池,比亚迪概念,工业母机,消费电子概念,机器人概念,3D打印,HJT电池,OLED,MiniLED,标普道琼斯A股,分拆上市意愿,宁德时代概念,深股通,养老概念,华为概念,小米概念,芯片概念,光伏概念,融资融券,高端装备,节能照明,苹果概念"
002009,天奇股份,14.59,0.0,0.0,0.0,0.52,0.63,1.17,0.28亿,3.72亿,54.29亿,20.71,"恒大概念,机器人概念,工业4.0,车联网,工业互联网,节能环保,垃圾分类,特斯拉,汽车拆解概念,动力电池回收,钴,腾讯概念,智能物流,深股通,金属镍,金属回收,光伏概念,融资融券,小金属概念,锂电池,风电,新能源汽车"
002010,传化智联,6.09,-0.33,-0.02,-0.16,0.68,0.55,1.15,1.11亿,27.00亿,164.40亿,21.14,"统一大市场,共同富裕示范区,车联网,工业互联网,标普道琼斯A股,宁德时代概念,MSCI概念,雄安新区,区块链,蚂蚁金服概念,智能物流,深股通,华为概念,一带一路,融资融券,充电桩,移动支付,新能源汽车"
002011,盾安环境,12.81,-0.47,-0.06,0.0,1.39,0.66,2.1,1.64亿,9.15亿,117.21亿,14.47,"空气能热泵,比亚迪概念,汽车热管理,年报预增,节能环保,宁德时代概念,雄安新区,深股通,高铁,华为概念,冷链物流,融资融券,军工,创投,核电,新能源汽车"
002012,凯恩股份,5.71,1.24,0.07,0.0,1.33,0.62,1.77,0.36亿,4.67亿,26.64亿,49.98,"共同富裕示范区,新材料概念,储能,碳中和,烟草,互联网金融,超级电容,大数据,氟化工概念,数字经济"
002014,永新股份,9.05,0.0,0.0,0.0,0.25,0.49,1.1,0.14亿,6.01亿,54.38亿,15.28,"新材料概念,供销社,深股通"
002015,协鑫能科,11.41,0.09,0.01,0.0,1.84,1.17,3.68,3.39亿,16.23亿,185.22亿,21.06,"换电概念,绿色电力,虚拟电厂,抽水蓄能,储能,碳中和,数据中心,碳交易,节能环保,宁德时代概念,深股通,融资融券,风电,新能源汽车"
002016,世荣兆业,6.34,1.6,0.1,0.0,0.72,1.17,2.72,0.32亿,6.87亿,43.55亿,31.83,"标普道琼斯A股,广东自贸区,粤港澳大湾区,融资融券,横琴新区"
002017,东信和平,15.33,0.07,0.01,-0.33,1.52,0.68,2.74,1.03亿,4.45亿,68.23亿,73.89,"国企改革,央企国企改革,信创,中俄贸易概念,数据安全,年报预增,安防,数字货币,深股通,融资融券,5G,移动支付,物联网,横琴新区"
002019,亿帆医药,14.04,-0.57,-0.08,0.14,0.81,0.63,1.7,0.98亿,8.52亿,119.58亿,63.52,"创新药,肝炎概念,新冠治疗,新材料概念,可降解塑料,标普道琼斯A股,MSCI概念,深股通,光伏概念,融资融券,生物医药"
002020,京新药业,13.23,5.59,0.7,0.08,3.25,1.57,6.3,2.79亿,6.56亿,86.84亿,17.20,"肝炎概念,共同富裕示范区,仿制药一致性评价,标普道琼斯A股,深股通,医疗器械概念,眼科医疗,融资融券,生物医药"
002021,ST中捷,1.87,1.08,0.02,0.54,1.37,0.68,3.78,0.18亿,6.88亿,12.86亿,40.71,"国企改革,期货概念,壳资源,光伏概念,ST板块,电子商务"
002022,*ST科华,13.0,-0.08,-0.01,-0.08,0.89,0.57,1.77,0.60亿,5.14亿,66.84亿,6.89,"抗原检测,猴痘概念,肝炎概念,股权转让,新冠检测,医疗器械概念,ST板块,流感"
002023,海特高新,9.26,0.22,0.02,0.11,0.84,0.48,1.41,0.53亿,6.84亿,63.31亿,363.94,"军民融合,职业教育,第三代半导体,大飞机,标普道琼斯A股,深股通,集成电路概念,航空发动机,芯片概念,融资融券,5G,通用航空,军工"
002024,ST易购,2.17,0.46,0.01,-0.46,0.13,0.57,0.93,0.23亿,78.83亿,171.07亿,--,"股权转让,智能家居,供应链金融,网络直播,互联网金融,标普道琼斯A股,新零售,独角兽概念,超级品牌,无人零售,MSCI概念,区块链,人工智能,智能物流,农村电商,互联网保险,体育产业,跨境电商,阿里巴巴概念,冷链物流,三胎概念,ST板块,乡村振兴,大数据,家用电器,电子商务"
002025,航天电器,57.49,0.09,0.05,0.0,0.87,0.73,2.0,2.28亿,4.53亿,260.18亿,44.16,"国企改革,央企国企改革,标普道琼斯A股,深股通,华为概念,智能穿戴,融资融券,5G,卫星导航,军工"
002026,山东威达,10.27,0.29,0.03,0.0,0.64,0.65,1.07,0.28亿,4.27亿,43.88亿,16.14,"智能制造,换电概念,工业母机,储能,机器人概念,口罩,小米概念,融资融券,高端装备,充电桩,创投,新能源汽车"
002027,分众传媒,6.87,1.18,0.08,0.15,0.71,0.7,2.8,6.98亿,144.42亿,992.18亿,34.92,"同花顺漂亮100,标普道琼斯A股,MSCI概念,电子竞技,深股通,体育产业,阿里巴巴概念,融资融券,文化传媒"
002028,思源电气,45.72,1.35,0.61,-0.11,0.41,0.6,2.24,1.13亿,5.97亿,272.96亿,28.88,"电力物联网,储能,标普道琼斯A股,深股通,芯片概念,超级电容,融资融券,充电桩,特高压,智能电网"
002029,七匹狼,5.87,-0.34,-0.02,0.0,0.69,0.69,1.87,0.30亿,7.24亿,42.48亿,34.22,"证金持股,参股保险,互联网保险,口罩,融资融券,电子商务"
002030,达安基因,16.11,-0.62,-0.1,0.0,1.15,0.94,1.67,2.59亿,14.03亿,226.09亿,4.18,"抗原检测,证金持股,国企改革,猴痘概念,肝炎概念,幽门螺杆菌概念,食品安全,基因测序,新冠检测,辅助生殖,参股保险,标普道琼斯A股,超级真菌,MSCI概念,深股通,医疗器械概念,融资融券,参股新三板,创投"
002031,巨轮智能,3.28,1.24,0.04,-0.3,3.66,0.53,3.09,2.32亿,19.34亿,63.43亿,748.99,"减速器,工业母机,机器人概念,工业4.0,人工智能,深股通,航空发动机,参股银行,冷链物流,融资融券,高端装备,核电"
002032,苏泊尔,54.15,-4.77,-2.71,-0.13,0.41,3.62,7.54,1.78亿,8.06亿,436.24亿,21.18,"标普道琼斯A股,MSCI概念,深股通,融资融券,家用电器"
002033,丽江股份,11.02,0.55,0.06,0.36,4.21,1.27,1.64,2.54亿,5.49亿,60.55亿,1643.41,"露营经济,深股通,融资融券"
002034,旺能环境,17.94,0.56,0.1,0.0,0.24,0.56,1.34,0.18亿,4.27亿,76.54亿,10.80,"生物质能发电,节能环保,垃圾分类,标普道琼斯A股,动力电池回收,深股通,PPP概念,融资融券,固废处理"
002035,华帝股份,7.07,-1.4,-0.1,-0.28,2.45,0.97,3.21,1.31亿,7.55亿,53.37亿,16.02,"空气能热泵,恒大概念,智能家居,标普道琼斯A股,深股通,粤港澳大湾区,净水概念,融资融券,家用电器,世界杯"
002036,联创电子,12.79,0.55,0.07,0.0,1.0,0.48,1.57,1.34亿,10.51亿,134.37亿,50.46,"比亚迪概念,元宇宙,华为汽车,无线充电,消费电子概念,OLED,特斯拉,无线耳机,超清视频,虚拟现实,深股通,集成电路概念,汽车电子,华为概念,无人驾驶,机器视觉,智能穿戴,芯片概念,融资融券,无人机,创投,苹果概念,新能源汽车"
002037,保利联合,9.79,1.35,0.13,-0.1,1.19,0.68,1.66,0.56亿,4.84亿,47.37亿,--,"国企改革,央企国企改革,民爆概念,节能环保,深股通,一带一路,芯片概念,融资融券,水利"
002038,双鹭药业,8.61,0.82,0.07,0.12,0.75,0.9,1.52,0.55亿,8.51亿,73.31亿,27.88,"创新药,猴痘概念,肝炎概念,新冠治疗,仿制药一致性评价,民营医院,基因测序,新冠检测,医美概念,辅助生殖,NMN概念,标普道琼斯A股,互联网医疗,深股通,工业大麻,融资融券,生物医药,参股新三板,流感,生物疫苗,创投"
002039,黔源电力,14.82,0.0,0.0,-0.07,0.74,0.66,1.49,0.47亿,4.28亿,63.36亿,15.30,"国企改革,央企国企改革,年报预增,绿色电力,深股通,光伏概念,融资融券"
002040,南京港,6.84,0.89,0.06,0.15,0.79,0.71,1.48,0.26亿,4.84亿,33.10亿,24.35,国企改革
002041,登海种业,18.7,0.75,0.14,0.0,0.32,0.7,1.56,0.52亿,8.80亿,164.56亿,109.88,"粮食概念,俄乌冲突概念,农业种植,生态农业,转基因,深股通,玉米,融资融券,乡村振兴"
002042,华孚时尚,3.18,0.0,0.0,0.32,0.52,0.67,1.57,0.28亿,17.01亿,54.08亿,13.50,"农业种植,工业互联网,职业教育,标普道琼斯A股,深股通,粤港澳大湾区,融资融券,乡村振兴,创投"
