基金代码,基金简称,发行公司,基金类型,集中认购期,募集份额,成立日期,成立来涨幅,基金经理,申购状态,优惠费率
017035,中信建投科技主题6个月持有混合C,中信建投基金,混合型-偏股,22/11/28～22/12/09,6.84,2022-12-15,-14.05,周紫光,开放申购,0.0
017226,富国中证全指家用电器ETF发起式联接A,富国基金,指数型-股票,22/11/28～22/12/02,0.1,2022-12-06,6.76,牛志冬,开放申购,0.12
016410,鹏扬中证同业存单AAA指数7天持有,鹏扬基金,混合型-偏债,22/11/28～22/12/02,81.7,2022-12-06,0.79,王莹莹,限大额,0.0
017227,富国中证全指家用电器ETF发起式联接C,富国基金,指数型-股票,22/11/28～22/12/02,0.1,2022-12-06,6.69,牛志冬,开放申购,0.0
014287,泰康新锐成长混合A,泰康基金,混合型-偏股,22/11/25～22/12/06,14.53,2022-12-09,-4.87,韩庆,限大额,1.5
017366,泰康新锐成长混合C,泰康基金,混合型-偏股,22/11/25～22/12/06,14.53,2022-12-09,-5.12,韩庆,限大额,0.0
015990,华安碳中和混合C,华安基金,混合型-偏股,22/11/24～23/02/03,11.38,2023-02-07,2.28,蒋璆,开放申购,0.0
015989,华安碳中和混合A,华安基金,混合型-偏股,22/11/24～23/02/03,11.38,2023-02-07,2.39,蒋璆,开放申购,0.15
017023,信澳颐宁养老目标一年持有期混合(FOF),信达澳亚基金,FOF,22/11/24～22/12/27,2.24,2022-12-29,1.35,王兰,开放申购,0.12
016852,大成中证同业存单AAA指数7天持有,大成基金,混合型-偏债,22/11/23～22/11/28,46.52,2022-11-30,0.67,陈会荣,限大额,0.0
017178,上投摩根中小盘混合C,上投摩根基金,混合型-偏股,22/11/23～22/11/23,,2022-11-25,5.39,郭晨,开放申购,0.0
017177,上投摩根新兴服务股票C,上投摩根基金,股票型,22/11/23～22/11/23,,2022-11-25,14.28,"郭晨,杨景喻",开放申购,0.0
017176,上投摩根动态多因子混合C,上投摩根基金,混合型-灵活,22/11/23～22/11/23,,2022-11-25,4.89,胡迪,开放申购,0.0
016036,汇添富鑫添盈一年持有混合(FOF)A,汇添富基金,FOF,22/11/21～23/02/20,3.58,2023-02-22,0.44,"徐博,程竹成",开放申购,0.08
016037,汇添富鑫添盈一年持有混合(FOF)C,汇添富基金,FOF,22/11/21～23/02/20,3.58,2023-02-22,0.4,"徐博,程竹成",开放申购,0.0
016267,建信中证500指数量化增强发起A,建信基金,指数型-股票,22/11/21～22/12/21,0.13,2022-12-23,8.56,"叶乐天,刘明辉",开放申购,0.12
016268,建信中证500指数量化增强发起C,建信基金,指数型-股票,22/11/21～22/12/21,0.13,2022-12-23,8.48,"叶乐天,刘明辉",开放申购,0.0
015975,工银积极养老目标五年持有混合发起(FOF),工银瑞信基金,FOF,22/11/21～22/12/16,0.1,2022-12-20,0.17,周崟,开放申购,0.08
017019,博时中证农业主题指数发起式A,博时基金,指数型-股票,22/11/21～22/12/09,0.21,2022-12-13,1.05,王祥,开放申购,0.1
016626,汇添富创新成长混合A,汇添富基金,混合型-偏股,22/11/21～22/12/09,7.48,2022-12-14,0.8,樊勇,开放申购,0.15
016627,汇添富创新成长混合C,汇添富基金,混合型-偏股,22/11/21～22/12/09,7.48,2022-12-14,0.61,樊勇,开放申购,0.0
017020,博时中证农业主题指数发起式C,博时基金,指数型-股票,22/11/21～22/12/09,0.21,2022-12-13,0.95,王祥,开放申购,0.0
016777,嘉实中证1000指数增强发起C,嘉实基金,指数型-股票,22/11/21～22/12/02,0.12,2022-12-06,7.63,龙昌伦,开放申购,0.0
016776,嘉实中证1000指数增强发起A,嘉实基金,指数型-股票,22/11/21～22/12/02,0.12,2022-12-06,7.72,龙昌伦,开放申购,0.1
016962,国联安中证1000指数增强A,国联安基金,指数型-股票,22/11/21～22/12/01,3.04,2022-12-05,2.58,章椹元,开放申购,1.0
016963,国联安中证1000指数增强C,国联安基金,指数型-股票,22/11/21～22/12/01,3.04,2022-12-05,2.5,章椹元,开放申购,0.0
017223,富国中证电池主题ETF发起式联接C,富国基金,指数型-股票,22/11/21～22/11/25,0.11,2022-11-29,-10.41,曹璐迪,开放申购,0.0
017222,富国中证电池主题ETF发起式联接A,富国基金,指数型-股票,22/11/21～22/11/25,0.11,2022-11-29,-10.35,曹璐迪,开放申购,0.12
016625,长城中证同业存单AAA指数7天持有,长城基金,混合型-偏债,22/11/21～22/11/25,62.0,2022-11-30,0.82,"邹德立,徐涛国",限大额,0.0
017108,淳厚优加一年持有混合C,淳厚基金,混合型-偏债,22/11/18～22/12/15,2.08,2022-12-19,0.61,"祁洁萍,薛莉丽",开放申购,0.0
017107,淳厚优加一年持有混合A,淳厚基金,混合型-偏债,22/11/18～22/12/15,2.08,2022-12-19,0.73,"祁洁萍,薛莉丽",开放申购,0.08
017186,国泰国证疫苗与生物科技ETF发起联接C,国泰基金,指数型-股票,22/11/18～22/11/18,0.1,2022-11-21,-3.92,苗梦羽,开放申购,0.0
017185,国泰国证疫苗与生物科技ETF发起联接A,国泰基金,指数型-股票,22/11/18～22/11/18,0.1,2022-11-21,-3.97,苗梦羽,开放申购,0.1
017155,民生加银专精特新智选混合发起式C,民生加银基金,混合型-偏股,22/11/17～22/11/30,0.24,2022-12-05,-0.5,何江,开放申购,0.0
017154,民生加银专精特新智选混合发起式A,民生加银基金,混合型-偏股,22/11/17～22/11/30,0.24,2022-12-05,-0.4,何江,开放申购,0.15
017295,长城恒康稳健养老一年持有混合发起式(FOF)Y,长城基金,FOF,22/11/17～22/11/17,,2022-11-17,1.72,徐力恒,开放申购,0.0
017076,宝盈半导体产业混合发起式C,宝盈基金,混合型-偏股,22/11/16～22/12/01,0.28,2022-12-05,20.41,张天闻,开放申购,0.0
017075,宝盈半导体产业混合发起式A,宝盈基金,混合型-偏股,22/11/16～22/12/01,0.28,2022-12-05,20.6,张天闻,开放申购,0.15
017104,光大中证同业存单AAA指数7天持有,光大保德信基,混合型-偏债,22/11/16～22/11/29,8.62,2022-12-01,0.72,杨逸君,限大额,0.0
016392,易米中证科创创业50指数增强发起A,易米基金,指数型-股票,22/11/15～22/12/30,0.61,2023-01-04,1.65,"贺文奇,王磊",开放申购,1.2
016393,易米中证科创创业50指数增强发起C,易米基金,指数型-股票,22/11/15～22/12/30,0.61,2023-01-04,1.54,"贺文奇,王磊",开放申购,0.0
017043,汇添富品质价值混合,汇添富基金,混合型-偏股,22/11/15～22/12/08,11.75,2022-12-12,4.8,温宇峰,开放申购,0.15
017210,国泰君安科技创新精选三个月持有股票发起C,上海国泰君安,股票型,22/11/15～22/11/15,0.15,2022-11-16,10.42,胡崇海,开放申购,0.0
017209,国泰君安科技创新精选三个月持有股票发起A,上海国泰君安,股票型,22/11/15～22/11/15,0.15,2022-11-16,10.62,胡崇海,开放申购,0.15
017016,博时五月佳5个月持有混合发起式(FOF)C,博时基金,FOF,22/11/14～22/12/09,0.13,2022-12-13,0.69,于文婷,开放申购,0.0
017140,华宝中证有色金属ETF发起式联接A,华宝基金,指数型-股票,22/11/14～22/12/09,0.11,2022-12-13,2.81,陈建华,开放申购,0.1
016730,长信中证科创创业50指数增强C,长信基金,指数型-股票,22/11/14～22/12/09,2.31,2022-12-13,0.75,"左金保,姚奕帆",开放申购,0.0
016729,长信中证科创创业50指数增强A,长信基金,指数型-股票,22/11/14～22/12/09,2.31,2022-12-13,0.9,"左金保,姚奕帆",开放申购,0.12
017015,博时五月佳5个月持有混合发起式(FOF)A,博时基金,FOF,22/11/14～22/12/09,0.13,2022-12-13,0.8,于文婷,开放申购,0.08
017141,华宝中证有色金属ETF发起式联接C,华宝基金,指数型-股票,22/11/14～22/12/09,0.11,2022-12-13,2.71,陈建华,开放申购,0.0
016856,银河景气行业混合A,银河基金,混合型-偏股,22/11/14～22/11/25,3.35,2022-11-30,-4.01,袁曦,开放申购,0.15
016857,银河景气行业混合C,银河基金,混合型-偏股,22/11/14～22/11/25,3.35,2022-11-30,-4.21,袁曦,开放申购,0.0
017190,鑫元中证1000指数增强发起式A,鑫元基金,指数型-股票,22/11/14～22/11/24,1.7,2022-11-28,9.96,刘宇涛,开放申购,0.12
017191,鑫元中证1000指数增强发起式C,鑫元基金,指数型-股票,22/11/14～22/11/24,1.7,2022-11-28,9.8,刘宇涛,开放申购,0.0
017074,嘉实清洁能源股票发起式C,嘉实基金,股票型,22/11/14～22/11/18,0.1,2022-11-22,-9.31,"李涛,宋阳",开放申购,0.0
017073,嘉实清洁能源股票发起式A,嘉实基金,股票型,22/11/14～22/11/18,0.1,2022-11-22,-9.09,"李涛,宋阳",开放申购,0.15
017341,上投锦程稳健养老一年持有混合(FOF)Y,上投摩根基金,FOF,22/11/14～22/11/14,,2022-11-17,1.3,"杜习杰,吴春杰",开放申购,0.0
017342,上投锦程均衡养老三年持有混合(FOF)Y,上投摩根基金,FOF,22/11/14～22/11/14,,2022-11-17,2.98,"杜习杰,吴春杰",开放申购,0.0
016007,招商中证消费电子主题ETF联接A,招商基金,指数型-股票,22/11/11～23/02/10,2.02,2023-02-14,12.12,苏燕青,开放申购,0.12
016008,招商中证消费电子主题ETF联接C,招商基金,指数型-股票,22/11/11～23/02/10,2.02,2023-02-14,12.29,苏燕青,开放申购,0.0
016044,东财证券30C,东财基金,指数型-股票,22/11/11～22/11/25,0.55,2022-11-29,6.65,"吴逸,姚楠燕",开放申购,0.0
016043,东财证券30A,东财基金,指数型-股票,22/11/11～22/11/25,0.55,2022-11-29,6.81,"吴逸,姚楠燕",开放申购,0.12
016912,恒越均衡优选混合发起式A,恒越基金,混合型-偏股,22/11/11～22/11/23,0.37,2022-11-25,5.21,王晓明,开放申购,1.5
016913,恒越均衡优选混合发起式C,恒越基金,混合型-偏股,22/11/11～22/11/23,0.37,2022-11-25,5.02,王晓明,开放申购,0.0
016714,长信均衡策略一年持有混合C,长信基金,混合型-偏股,22/11/10～22/12/09,2.72,2022-12-13,1.7,高远,开放申购,0.0
016713,长信均衡策略一年持有混合A,长信基金,混合型-偏股,22/11/10～22/12/09,2.72,2022-12-13,1.89,高远,开放申购,0.15
016684,中融中证同业存单AAA指数7天持有,中融基金,混合型-偏债,22/11/09～22/11/21,6.77,2022-11-23,0.84,韩正宇,限大额,0.0
015916,永赢医药创新智选混合发起C,永赢基金,混合型-偏股,22/11/09～22/11/17,0.11,2022-11-22,11.24,万纯,开放申购,0.0
015915,永赢医药创新智选混合发起A,永赢基金,混合型-偏股,22/11/09～22/11/17,0.11,2022-11-22,11.39,万纯,开放申购,0.1
017098,上投摩根领先优选混合C,上投摩根基金,混合型-偏股,22/11/09～22/11/09,,2022-11-11,2.6,"王丽军,徐项楠",开放申购,0.0
017099,上投摩根民生需求股票C,上投摩根基金,股票型,22/11/09～22/11/09,,2022-11-11,4.28,杨景喻,开放申购,0.0
015857,格林碳中和主题混合C,格林基金,混合型-偏股,22/11/08～23/01/13,3.54,2023-01-18,-0.48,"刘冬,刘赞",开放申购,0.0
015856,格林碳中和主题混合A,格林基金,混合型-偏股,22/11/08～23/01/13,3.54,2023-01-18,-0.36,"刘冬,刘赞",开放申购,0.15
016485,中欧成长先锋混合A,中欧基金,混合型-偏股,22/11/08～22/11/18,11.52,2022-11-22,5.38,刘伟伟,开放申购,0.15
016486,中欧成长先锋混合C,中欧基金,混合型-偏股,22/11/08～22/11/18,11.52,2022-11-22,5.06,刘伟伟,开放申购,0.0
016700,渤海汇金低碳经济一年持有混合发起,渤海汇金,混合型-偏股,22/11/07～22/11/25,0.34,2022-11-29,-5.24,滕祖光,开放申购,0.12
015912,兴业致远混合C,兴业基金,混合型-偏股,22/11/07～22/11/25,2.89,2022-11-29,6.43,邹慧,开放申购,0.0
016453,南方纳斯达克100指数发起(QDII)C,南方基金,QDII,22/11/07～22/11/25,0.12,2022-11-29,12.54,张其思,开放申购,0.0
016542,交银启衡混合C,交银施罗德基,混合型-偏股,22/11/07～22/11/25,3.51,2022-11-30,5.08,芮晨,开放申购,0.0
016541,交银启衡混合A,交银施罗德基,混合型-偏股,22/11/07～22/11/25,3.51,2022-11-30,5.37,芮晨,开放申购,1.5
015911,兴业致远混合A,兴业基金,混合型-偏股,22/11/07～22/11/25,2.89,2022-11-29,6.64,邹慧,开放申购,0.15
016452,南方纳斯达克100指数发起(QDII)A,南方基金,QDII,22/11/07～22/11/25,0.12,2022-11-29,12.71,张其思,开放申购,0.12
017038,富国中证1000优选股票A,富国基金,股票型,22/11/07～22/11/18,2.15,2022-11-22,6.96,"王保合,方旻",开放申购,0.15
017039,富国中证1000优选股票C,富国基金,股票型,22/11/07～22/11/18,2.15,2022-11-22,6.71,"王保合,方旻",开放申购,0.0
016867,华泰紫金沪深300指数增强发起A,华泰证券(上,指数型-股票,22/11/07～22/11/11,0.1,2022-11-17,6.55,毛甜,开放申购,0.1
016868,华泰紫金沪深300指数增强发起C,华泰证券(上,指数型-股票,22/11/07～22/11/11,0.1,2022-11-17,6.38,毛甜,开放申购,0.0
016803,上投摩根双息平衡混合C,上投摩根基金,混合型-灵活,22/11/04～22/11/04,,2022-11-08,3.59,李博,开放申购,0.0
016645,富国恒享回报12个月持有混合A,富国基金,混合型-偏债,22/11/02～22/11/15,2.13,2022-11-17,1.87,俞晓斌,开放申购,0.08
016646,富国恒享回报12个月持有混合C,富国基金,混合型-偏债,22/11/02～22/11/15,2.13,2022-11-17,1.71,俞晓斌,开放申购,0.0
016849,建信优享进取养老目标五年持有期混合发起(FOF),建信基金,FOF,22/11/01～22/12/16,0.43,2022-12-21,2.92,姜华,开放申购,0.15
016738,嘉实领航聚优积极配置6个月持有混合(FOF)C,嘉实基金,FOF,22/11/01～22/12/09,2.24,2022-12-13,4.36,姜玉雯,开放申购,0.0
016737,嘉实领航聚优积极配置6个月持有混合(FOF)A,嘉实基金,FOF,22/11/01～22/12/09,2.24,2022-12-13,4.49,姜玉雯,开放申购,0.12
016782,湘财研究精选一年持有期混合C,湘财基金,混合型-偏股,22/11/01～22/12/07,2.09,2022-12-14,13.78,"程涛,徐亦达",开放申购,0.0
016781,湘财研究精选一年持有期混合A,湘财基金,混合型-偏股,22/11/01～22/12/07,2.09,2022-12-14,13.96,"程涛,徐亦达",开放申购,0.15
016679,贝莱德浦悦丰利一年持有混合C,贝莱德基金,混合型-偏债,22/11/01～22/11/18,2.7,2022-11-23,0.59,"李倩,王洋/WANG YANG",开放申购,0.0
016678,贝莱德浦悦丰利一年持有混合A,贝莱德基金,混合型-偏债,22/11/01～22/11/18,2.7,2022-11-23,0.74,"李倩,王洋/WANG YANG",开放申购,0.08
017030,国泰标普500ETF发起联接(QDII)C人民币,国泰基金,QDII,22/11/01～22/11/01,0.1,2022-11-02,0.59,苗梦羽,开放申购,0.0
017028,国泰标普500ETF发起联接(QDII)A人民币,国泰基金,QDII,22/11/01～22/11/01,0.1,2022-11-02,0.71,苗梦羽,开放申购,0.1
015843,国投瑞银专精特新量化选股混合C,国投瑞银基金,混合型-偏股,22/10/31～22/11/30,2.24,2022-12-05,-0.74,殷瑞飞,开放申购,0.0
015842,国投瑞银专精特新量化选股混合A,国投瑞银基金,混合型-偏股,22/10/31～22/11/30,2.24,2022-12-05,-0.61,殷瑞飞,开放申购,0.15
015150,恒越匠心优选一年持有混合A,恒越基金,混合型-偏股,22/10/31～22/11/18,3.01,2022-11-23,0.34,赵小燕,开放申购,1.5
015151,恒越匠心优选一年持有混合C,恒越基金,混合型-偏股,22/10/31～22/11/18,3.01,2022-11-23,0.15,赵小燕,开放申购,0.0
016908,华安中证基建指数发起A,华安基金,指数型-股票,22/10/31～22/11/11,0.11,2022-11-15,17.61,刘璇子,开放申购,0.05
016909,华安中证基建指数发起C,华安基金,指数型-股票,22/10/31～22/11/11,0.11,2022-11-15,17.53,刘璇子,开放申购,0.0
015980,光大高端装备混合A,光大保德信基,混合型-偏股,22/10/31～22/11/08,2.22,2022-11-10,-10.19,陶曙斌,开放申购,0.15
015981,光大高端装备混合C,光大保德信基,混合型-偏股,22/10/31～22/11/08,2.22,2022-11-10,-9.72,陶曙斌,开放申购,0.0
017057,嘉实国证绿色电力ETF发起联接C,嘉实基金,指数型-股票,22/10/31～22/11/02,0.13,2022-11-04,-1.27,王紫菡,开放申购,0.0
017056,嘉实国证绿色电力ETF发起联接A,嘉实基金,指数型-股票,22/10/31～22/11/02,0.13,2022-11-04,-1.17,王紫菡,开放申购,0.1
016848,中欧高端装备股票发起C,中欧基金,股票型,22/10/27～22/11/10,0.59,2022-11-14,-5.26,李帅,开放申购,0.0
016847,中欧高端装备股票发起A,中欧基金,股票型,22/10/27～22/11/10,0.59,2022-11-14,-5.07,李帅,开放申购,0.15
013915,大成红利优选一年持有混合发起C,大成基金,混合型-偏股,22/10/27～22/11/09,0.21,2022-11-11,13.71,"李博,李煜",开放申购,0.0
013914,大成红利优选一年持有混合发起A,大成基金,混合型-偏股,22/10/27～22/11/09,0.21,2022-11-11,13.98,"李博,李煜",开放申购,0.15
016384,永赢消费鑫选6个月持有混合A,永赢基金,混合型-偏股,22/10/26～22/11/29,2.06,2022-12-01,-0.82,黄韵,开放申购,1.5
016385,永赢消费鑫选6个月持有混合C,永赢基金,混合型-偏股,22/10/26～22/11/29,2.06,2022-12-01,-1.02,黄韵,开放申购,0.0
013556,信澳汇智优选一年持有期混合A,信达澳亚基金,混合型-偏股,22/10/26～22/11/18,2.5,2022-11-22,-1.15,朱然,开放申购,0.15
013557,信澳汇智优选一年持有期混合C,信达澳亚基金,混合型-偏股,22/10/26～22/11/18,2.5,2022-11-22,-1.38,朱然,开放申购,0.0
016229,创金合信星和稳健6个月持有混合发起(FOF)A,创金合信基金,FOF,22/10/26～22/10/28,0.1,2022-11-02,1.1,罗水星,开放申购,0.08
016230,创金合信星和稳健6个月持有混合发起(FOF)C,创金合信基金,FOF,22/10/26～22/10/28,0.1,2022-11-02,0.93,罗水星,开放申购,0.0
016919,上投摩根智慧互联股票C,上投摩根基金,股票型,22/10/26～22/10/26,,2022-10-28,13.77,郭晨,开放申购,0.0
016739,嘉实领航聚利稳健配置6个月持有混合发起(FOF),嘉实基金,FOF,22/10/26～22/10/26,0.1,2022-10-28,0.28,"姜玉雯,赵迁",开放申购,0.0
016920,上投摩根整合驱动混合C,上投摩根基金,混合型-灵活,22/10/26～22/10/26,,2022-10-28,2.6,周战海,开放申购,0.0
014009,华安养老目标2045五年持有混合发起(FOF),华安基金,FOF,22/10/25～22/11/30,0.12,2022-12-06,-1.24,何移直,开放申购,0.08
016119,华富时代锐选混合A,华富基金,混合型-偏股,22/10/24～22/11/25,3.23,2022-12-01,1.91,陈奇,开放申购,0.15
016079,华夏福泽养老目标2035三年持有混合发起(FOF),华夏基金,FOF,22/10/24～22/11/25,0.86,2022-11-29,-0.33,许利明,开放申购,0.15
016120,华富时代锐选混合C,华富基金,混合型-偏股,22/10/24～22/11/25,3.23,2022-12-01,1.77,陈奇,开放申购,0.0
016725,农银品质农业股票A,农银汇理基金,股票型,22/10/24～22/11/18,2.7,2022-11-22,0.5,宋永安,开放申购,0.12
